ID: 1 | 名前: 基本【草】エネルギー | カテゴリ: nan
ID: 39 | 名前: ラブトロス | カテゴリ: nan
ID: 40 | 名前: ゲッコウガex | カテゴリ: テラスタル(かくとう)
ID: 41 | 名前: ディンルー | カテゴリ: nan
ID: 42 | 名前: カジッチュ | カテゴリ: nan
ID: 43 | 名前: イーブイ | カテゴリ: nan
ID: 44 | 名前: ガチグマ アカツキex | カテゴリ: nan
ID: 45 | 名前: シェイミ | カテゴリ: nan
ID: 46 | 名前: ウガツホムラex | カテゴリ: 古代
ID: 47 | 名前: ワニノコ | カテゴリ: nan
ID: 48 | 名前: アリゲイツ | カテゴリ: nan
ID: 49 | 名前: オーダイル | カテゴリ: nan
ID: 50 | 名前: ウミディグダ | カテゴリ: nan
ID: 51 | 名前: イルカマン | カテゴリ: nan
ID: 52 | 名前: ウミトリオex | カテゴリ: テラスタル(でんき)
ID: 53 | 名前: マリル | カテゴリ: nan
ID: 54 | 名前: ドーミラー | カテゴリ: nan
ID: 55 | 名前: ドータクン | カテゴリ: nan
ID: 56 | 名前: ハバタクカミ | カテゴリ: 古代
ID: 57 | 名前: ジーランス | カテゴリ: nan
ID: 58 | 名前: イダイナキバ | カテゴリ: 古代
ID: 59 | 名前: ゴース | カテゴリ: nan
ID: 60 | 名前: ゴースト | カテゴリ: nan
ID: 61 | 名前: トドロクツキ | カテゴリ: 古代
ID: 62 | 名前: コライドン | カテゴリ: 古代
ID: 63 | 名前: タケルライコex | カテゴリ: 古代
ID: 64 | 名前: ホーホー | カテゴリ: nan
ID: 65 | 名前: ノコッチ | カテゴリ: nan
ID: 66 | 名前: ノココッチ | カテゴリ: nan
ID: 67 | 名前: クヌギダマ | カテゴリ: nan
ID: 68 | 名前: タネボー | カテゴリ: nan
ID: 69 | 名前: コノハナ | カテゴリ: nan
ID: 70 | 名前: ダーテング | カテゴリ: nan
ID: 71 | 名前: シキジカ | カテゴリ: nan
ID: 72 | 名前: メブキジカ | カテゴリ: nan
ID: 73 | 名前: シガロコ | カテゴリ: nan
ID: 74 | 名前: ベラカス | カテゴリ: nan
ID: 75 | 名前: テツノイサハex | カテゴリ: 未来
ID: 76 | 名前: マグマッグ | カテゴリ: nan
ID: 77 | 名前: ニャビー | カテゴリ: nan
ID: 78 | 名前: ニャヒート | カテゴリ: nan
ID: 79 | 名前: ガオガエンex | カテゴリ: nan
ID: 80 | 名前: テツノカシラex | カテゴリ: 未来
ID: 81 | 名前: モグリュー | カテゴリ: nan
ID: 82 | 名前: ドリュウズ | カテゴリ: nan
ID: 83 | 名前: リキキリンex | カテゴリ: テラスタル(あく)
ID: 84 | 名前: ハッサムex | カテゴリ: nan
ID: 85 | 名前: ダンバル | カテゴリ: nan
ID: 86 | 名前: メタング | カテゴリ: nan
ID: 87 | 名前: ミライドン | カテゴリ: 未来
ID: 88 | 名前: バルビート | カテゴリ: nan
ID: 89 | 名前: サルノリ | カテゴリ: nan
ID: 90 | 名前: バチンキー | カテゴリ: nan
ID: 91 | 名前: ゴリランダー | カテゴリ: nan
ID: 92 | 名前: カジッチュ | カテゴリ: nan
ID: 93 | 名前: カミッチュ | カテゴリ: nan
ID: 94 | 名前: ヤバソチャ | カテゴリ: nan
ID: 95 | 名前: オーガポン みどりのめん | カテゴリ: nan
ID: 96 | 名前: オーガポン みどりのめんex | カテゴリ: テラスタル(くさ)
ID: 97 | 名前: ヒトモシ | カテゴリ: nan
ID: 98 | 名前: シャンデラ | カテゴリ: nan
ID: 99 | 名前: オーガポン かまどのめんex | カテゴリ: テラスタル(ほのお)
ID: 100 | 名前: トサキント | カテゴリ: nan
ID: 101 | 名前: ルージュラ | カテゴリ: nan
ID: 102 | 名前: ミロカロス | カテゴリ: nan
ID: 103 | 名前: ユキワラシ | カテゴリ: nan
ID: 104 | 名前: ユキメノコ | カテゴリ: nan
ID: 105 | 名前: ナミイルカ | カテゴリ: nan
ID: 106 | 名前: イルカマン | カテゴリ: nan
ID: 107 | 名前: イルカマンex | カテゴリ: nan
ID: 108 | 名前: オーガポン いどのめんex | カテゴリ: テラスタル(みず)
ID: 109 | 名前: ケーシィ | カテゴリ: nan
ID: 110 | 名前: ペロリーム | カテゴリ: nan
ID: 111 | 名前: スナバァ | カテゴリ: nan
ID: 112 | 名前: マシマシラ | カテゴリ: nan
ID: 113 | 名前: ドッコラー | カテゴリ: nan
ID: 114 | 名前: ドテッコツ | カテゴリ: nan
ID: 115 | 名前: ローブシン | カテゴリ: nan
ID: 116 | 名前: イイネイヌ | カテゴリ: nan
ID: 117 | 名前: オーガポン いしずえのめんex | カテゴリ: テラスタル(かくとう)
ID: 118 | 名前: ヒードラン | カテゴリ: nan
ID: 119 | 名前: ドラメシヤ | カテゴリ: nan
ID: 120 | 名前: ドロンチ | カテゴリ: nan
ID: 121 | 名前: ドラパルトex | カテゴリ: テラスタル(ドラゴン)
ID: 122 | 名前: シャリタツ | カテゴリ: nan
ID: 123 | 名前: カモネギ | カテゴリ: nan
ID: 124 | 名前: ラッキー | カテゴリ: nan
ID: 125 | 名前: ハピナスex | カテゴリ: nan
ID: 126 | 名前: デンチュラ | カテゴリ: nan
ID: 127 | 名前: モクロー | カテゴリ: nan
ID: 128 | 名前: フクスロー | カテゴリ: nan
ID: 129 | 名前: ジュナイパー | カテゴリ: nan
ID: 130 | 名前: ブロロロームex | カテゴリ: テラスタル(でんき)
ID: 131 | 名前: ヨマワル | カテゴリ: nan
ID: 132 | 名前: サマヨール | カテゴリ: nan
ID: 133 | 名前: ヨノワール | カテゴリ: nan
ID: 134 | 名前: ニンフィア | カテゴリ: nan
ID: 135 | 名前: ガチグマ アカツキ | カテゴリ: nan
ID: 136 | 名前: ゾロア | カテゴリ: nan
ID: 137 | 名前: ゾロアーク | カテゴリ: nan
ID: 138 | 名前: イイネイヌex | カテゴリ: nan
ID: 139 | 名前: マシマシラex | カテゴリ: nan
ID: 140 | 名前: キチキギスex | カテゴリ: nan
ID: 141 | 名前: モモワロウex | カテゴリ: nan
ID: 142 | 名前: ゲノセクト | カテゴリ: nan
ID: 143 | 名前: ブロロン | カテゴリ: nan
ID: 144 | 名前: キュレム | カテゴリ: nan
ID: 145 | 名前: イーブイ | カテゴリ: nan
ID: 146 | 名前: リリーラ | カテゴリ: nan
ID: 147 | 名前: ユレイドル | カテゴリ: nan
ID: 148 | 名前: カットロトム | カテゴリ: nan
ID: 149 | 名前: カジッチュ | カテゴリ: nan
ID: 150 | 名前: カミツオロチex | カテゴリ: nan
ID: 151 | 名前: ヒバニー | カテゴリ: nan
ID: 152 | 名前: ラビフット | カテゴリ: nan
ID: 153 | 名前: エースバーンex | カテゴリ: テラスタル(ステラ)
ID: 154 | 名前: ラプラスex | カテゴリ: テラスタル(ステラ)
ID: 155 | 名前: アバゴーラ | カテゴリ: nan
ID: 156 | 名前: ケケンカニ | カテゴリ: nan
ID: 157 | 名前: カムカメ | カテゴリ: nan
ID: 158 | 名前: カジリガメ | カテゴリ: nan
ID: 159 | 名前: ミガルーサ | カテゴリ: nan
ID: 160 | 名前: バチュル | カテゴリ: nan
ID: 161 | 名前: デンチュラex | カテゴリ: テラスタル(ステラ)
ID: 162 | 名前: ヤドン | カテゴリ: nan
ID: 163 | 名前: ヤドキング | カテゴリ: nan
ID: 164 | 名前: キュワワー | カテゴリ: nan
ID: 165 | 名前: ギアル | カテゴリ: nan
ID: 166 | 名前: ギギアル | カテゴリ: nan
ID: 167 | 名前: ギギギアル | カテゴリ: nan
ID: 168 | 名前: メルタン | カテゴリ: nan
ID: 169 | 名前: ジュラルドン | カテゴリ: nan
ID: 170 | 名前: ブリジュラス | カテゴリ: nan
ID: 171 | 名前: タケルライコ | カテゴリ: 古代
ID: 172 | 名前: ホーホー | カテゴリ: nan
ID: 173 | 名前: ヨルノズク | カテゴリ: nan
ID: 174 | 名前: スピンロトム | カテゴリ: nan
ID: 175 | 名前: バッフロン | カテゴリ: nan
ID: 176 | 名前: テラパゴスex | カテゴリ: テラスタル(ステラ)
ID: 177 | 名前: タマタマ | カテゴリ: nan
ID: 178 | 名前: ザルード | カテゴリ: nan
ID: 179 | 名前: ブラックキュレムex | カテゴリ: nan
ID: 180 | 名前: ハギギシリ | カテゴリ: nan
ID: 181 | 名前: ウェルカモ | カテゴリ: nan
ID: 182 | 名前: ウェーニバル | カテゴリ: nan
ID: 183 | 名前: ムチュール | カテゴリ: nan
ID: 184 | 名前: ラティアスex | カテゴリ: nan
ID: 185 | 名前: ヒラヒナ | カテゴリ: nan
ID: 186 | 名前: コレクレー | カテゴリ: nan
ID: 187 | 名前: ナックラー | カテゴリ: nan
ID: 188 | 名前: ビブラーバ | カテゴリ: nan
ID: 189 | 名前: フライゴンex | カテゴリ: テラスタル(ステラ)
ID: 190 | 名前: ブリジュラスex | カテゴリ: nan
ID: 191 | 名前: サーフゴー | カテゴリ: nan
ID: 192 | 名前: テツノカシラ | カテゴリ: 未来
ID: 193 | 名前: アローラ ナッシーex | カテゴリ: テラスタル(ステラ)
ID: 194 | 名前: チルタリス | カテゴリ: nan
ID: 195 | 名前: ディアルガ | カテゴリ: nan
ID: 196 | 名前: バクガメス | カテゴリ: nan
ID: 197 | 名前: チルット | カテゴリ: nan
ID: 198 | 名前: アイアントex | カテゴリ: nan
ID: 199 | 名前: コフキムシ | カテゴリ: nan
ID: 200 | 名前: コフーライ | カテゴリ: nan
ID: 201 | 名前: チオンジェン | カテゴリ: nan
ID: 202 | 名前: ビクティニ | カテゴリ: nan
ID: 203 | 名前: ラウドボーン | カテゴリ: nan
ID: 204 | 名前: カルボウ | カテゴリ: nan
ID: 205 | 名前: スコヴィランex | カテゴリ: nan
ID: 206 | 名前: ヒンバス | カテゴリ: nan
ID: 207 | 名前: ミロカロスex | カテゴリ: nan
ID: 208 | 名前: カラナクシ | カテゴリ: nan
ID: 209 | 名前: パオジアン | カテゴリ: nan
ID: 210 | 名前: ピカチュウex | カテゴリ: テラスタル(ステラ)
ID: 211 | 名前: レアコイル | カテゴリ: nan
ID: 212 | 名前: ロトム | カテゴリ: nan
ID: 213 | 名前: カプ・コケコ | カテゴリ: nan
ID: 214 | 名前: トゲキッス | カテゴリ: nan
ID: 215 | 名前: ユクシー | カテゴリ: nan
ID: 216 | 名前: エムリット | カテゴリ: nan
ID: 217 | 名前: アグノム | カテゴリ: nan
ID: 218 | 名前: デスマス | カテゴリ: nan
ID: 219 | 名前: デスカーン | カテゴリ: nan
ID: 220 | 名前: ニャスパー | カテゴリ: nan
ID: 221 | 名前: ニャオニクス | カテゴリ: nan
ID: 222 | 名前: デデンネ | カテゴリ: nan
ID: 223 | 名前: シロデスナex | カテゴリ: テラスタル(ステラ)
ID: 224 | 名前: コノヨザル | カテゴリ: nan
ID: 225 | 名前: トリトドン | カテゴリ: nan
ID: 226 | 名前: コライドン | カテゴリ: 古代
ID: 227 | 名前: モノズ | カテゴリ: nan
ID: 228 | 名前: ジヘッド | カテゴリ: nan
ID: 229 | 名前: サザンドラex | カテゴリ: テラスタル(ステラ)
ID: 230 | 名前: モモワロウ | カテゴリ: nan
ID: 231 | 名前: シャリタツex | カテゴリ: テラスタル(ステラ)
ID: 232 | 名前: ケッキングex | カテゴリ: nan
ID: 233 | 名前: バッフロン | カテゴリ: nan
ID: 234 | 名前: テラパゴス | カテゴリ: nan
ID: 235 | 名前: スボミー | カテゴリ: nan
ID: 236 | 名前: リーフィアex | カテゴリ: テラスタル(ステラ)
ID: 237 | 名前: モンメン | カテゴリ: nan
ID: 238 | 名前: エルフーン | カテゴリ: nan
ID: 239 | 名前: ブースターex | カテゴリ: テラスタル(ステラ)
ID: 240 | 名前: アズマオウ | カテゴリ: nan
ID: 241 | 名前: シャワーズex | カテゴリ: テラスタル(ステラ)
ID: 242 | 名前: ヒンバス | カテゴリ: nan
ID: 243 | 名前: グレイシアex | カテゴリ: テラスタル(ステラ)
ID: 244 | 名前: サンダースex | カテゴリ: テラスタル(ステラ)
ID: 245 | 名前: フーディン | カテゴリ: nan
ID: 246 | 名前: エーフィex | カテゴリ: テラスタル(ステラ)
ID: 247 | 名前: ペロッパフ | カテゴリ: nan
ID: 248 | 名前: ブラッキーex | カテゴリ: テラスタル(ステラ)
ID: 249 | 名前: イーブイex | カテゴリ: テラスタル(ステラ)
ID: 250 | 名前: ホーホー | カテゴリ: nan
ID: 251 | 名前: レジギガス | カテゴリ: nan
ID: 252 | 名前: キャタピー | カテゴリ: nan
ID: 253 | 名前: トランセル | カテゴリ: nan
ID: 254 | 名前: バタフリー | カテゴリ: nan
ID: 255 | 名前: マラカッチ | カテゴリ: nan
ID: 256 | 名前: ブーバーン | カテゴリ: nan
ID: 257 | 名前: Nのダルマッカ | カテゴリ: トレーナーのポケモン（N）
ID: 258 | 名前: Nのヒヒダルマ | カテゴリ: トレーナーのポケモン（N）
ID: 259 | 名前: ボルケニオンex | カテゴリ: nan
ID: 260 | 名前: ハスボー | カテゴリ: nan
ID: 261 | 名前: ハスブレロ | カテゴリ: nan
ID: 262 | 名前: ルンパッパ | カテゴリ: nan
ID: 263 | 名前: ホエルコ | カテゴリ: nan
ID: 264 | 名前: ホエルオー | カテゴリ: nan
ID: 265 | 名前: ナンジャモのビリリダマ | カテゴリ: トレーナーのポケモン（ナンジャモ）
ID: 266 | 名前: ナンジャモのマルマイン | カテゴリ: トレーナーのポケモン（ナンジャモ）
ID: 267 | 名前: Nのバチュル | カテゴリ: トレーナーのポケモン（N）
ID: 268 | 名前: ナンジャモのズピカ | カテゴリ: トレーナーのポケモン（ナンジャモ）
ID: 269 | 名前: ナンジャモのハラバリーex | カテゴリ: トレーナーのポケモン（ナンジャモ）
ID: 270 | 名前: ナンジャモのカイデン | カテゴリ: トレーナーのポケモン（ナンジャモ）
ID: 271 | 名前: ナンジャモのタイカイデン | カテゴリ: トレーナーのポケモン（ナンジャモ）
ID: 272 | 名前: リーリエのピッピex | カテゴリ: トレーナーのポケモン（リーリエ）
ID: 273 | 名前: ジュペッタ | カテゴリ: nan
ID: 274 | 名前: ダンバル | カテゴリ: nan
ID: 275 | 名前: メタング | カテゴリ: nan
ID: 276 | 名前: メタグロス | カテゴリ: nan
ID: 277 | 名前: Nのシンボラー | カテゴリ: トレーナーのポケモン（N）
ID: 278 | 名前: リーリエのアブリー | カテゴリ: トレーナーのポケモン（リーリエ）
ID: 279 | 名前: リーリエのアブリボン | カテゴリ: トレーナーのポケモン（リーリエ）
ID: 280 | 名前: リーリエのキュワワー | カテゴリ: トレーナーのポケモン（リーリエ）
ID: 281 | 名前: ウリムー | カテゴリ: nan
ID: 282 | 名前: イノムー | カテゴリ: nan
ID: 283 | 名前: マンムーex | カテゴリ: nan
ID: 284 | 名前: ヨーギラス | カテゴリ: nan
ID: 285 | 名前: サナギラス | カテゴリ: nan
ID: 286 | 名前: イワンコ | カテゴリ: nan
ID: 287 | 名前: ルガルガン | カテゴリ: nan
ID: 288 | 名前: ホップのスナヘビ | カテゴリ: トレーナーのポケモン（ホップ）
ID: 289 | 名前: ホップのサダイジャ | カテゴリ: トレーナーのポケモン（ホップ）
ID: 290 | 名前: バンギラス | カテゴリ: nan
ID: 291 | 名前: Nのチョロネコ | カテゴリ: トレーナーのポケモン（N）
ID: 292 | 名前: Nのゾロア | カテゴリ: トレーナーのポケモン（N）
ID: 293 | 名前: Nのゾロアークex | カテゴリ: トレーナーのポケモン（N）
ID: 294 | 名前: Nのギアル | カテゴリ: トレーナーのポケモン（N）
ID: 295 | 名前: Nのギギアル | カテゴリ: トレーナーのポケモン（N）
ID: 296 | 名前: Nのギギギアル | カテゴリ: トレーナーのポケモン（N）
ID: 297 | 名前: マギアナ | カテゴリ: nan
ID: 298 | 名前: ホップのアーマーガア | カテゴリ: トレーナーのポケモン（ホップ）
ID: 299 | 名前: ホップのザシアンex | カテゴリ: トレーナーのポケモン（ホップ）
ID: 300 | 名前: タツベイ | カテゴリ: nan
ID: 301 | 名前: コモルー | カテゴリ: nan
ID: 302 | 名前: ボーマンダex | カテゴリ: nan
ID: 303 | 名前: Nのレシラム | カテゴリ: トレーナーのポケモン（N）
ID: 304 | 名前: ホップのカビゴン | カテゴリ: トレーナーのポケモン（ホップ）
ID: 305 | 名前: ノコッチ | カテゴリ: nan
ID: 306 | 名前: ノココッチex | カテゴリ: nan
ID: 307 | 名前: ホップのココガラ | カテゴリ: トレーナーのポケモン（ホップ）
ID: 308 | 名前: ホップのアオガラス | カテゴリ: トレーナーのポケモン（ホップ）
ID: 309 | 名前: ホップのウールー | カテゴリ: トレーナーのポケモン（ホップ）
ID: 310 | 名前: ホップのバイウールー | カテゴリ: トレーナーのポケモン（ホップ）
ID: 311 | 名前: ホップのウッウ | カテゴリ: トレーナーのポケモン（ホップ）
ID: 312 | 名前: スナノケガワ | カテゴリ: 古代
ID: 313 | 名前: ミライドンex | カテゴリ: 未来
ID: 314 | 名前: マリル | カテゴリ: nan
ID: 315 | 名前: マリルリ | カテゴリ: nan
ID: 316 | 名前: ニンフィアex | カテゴリ: テラスタル(ステラ)
ID: 317 | 名前: イーブイ | カテゴリ: nan
ID: 318 | 名前: ホウオウ | カテゴリ: nan
ID: 319 | 名前: カルボウ | カテゴリ: nan
ID: 320 | 名前: ソウブレイズex | カテゴリ: テラスタル(ステラ)
ID: 321 | 名前: チュリネ | カテゴリ: nan
ID: 322 | 名前: ドレディア | カテゴリ: nan
ID: 323 | 名前: マメバッタ | カテゴリ: nan
ID: 324 | 名前: アチャモ | カテゴリ: nan
ID: 325 | 名前: ワカシャモ | カテゴリ: nan
ID: 326 | 名前: バシャーモex | カテゴリ: nan
ID: 327 | 名前: ヤドン | カテゴリ: nan
ID: 328 | 名前: ピカチュウex | カテゴリ: nan
ID: 329 | 名前: カプ・コケコex | カテゴリ: nan
ID: 330 | 名前: ニンフィア | カテゴリ: nan
ID: 331 | 名前: ゼルネアスex | カテゴリ: nan
ID: 332 | 名前: ダダリン | カテゴリ: nan
ID: 333 | 名前: リオル | カテゴリ: nan
ID: 334 | 名前: ニューラ | カテゴリ: nan
ID: 335 | 名前: ドーミラー | カテゴリ: nan
ID: 336 | 名前: ザシアンex | カテゴリ: nan
ID: 337 | 名前: ルギアex | カテゴリ: nan
ID: 338 | 名前: ヒビキのカイロス | カテゴリ: トレーナーのポケモン（ヒビキ）
ID: 339 | 名前: ヤンヤンマ | カテゴリ: nan
ID: 340 | 名前: メガヤンマex | カテゴリ: nan
ID: 341 | 名前: シロナのロゼリア | カテゴリ: トレーナーのポケモン（シロナ）
ID: 342 | 名前: シロナのロズレイド | カテゴリ: トレーナーのポケモン（シロナ）
ID: 343 | 名前: シェイミ | カテゴリ: nan
ID: 344 | 名前: イシズマイ | カテゴリ: nan
ID: 345 | 名前: イワパレス | カテゴリ: nan
ID: 346 | 名前: カジッチュ | カテゴリ: nan
ID: 347 | 名前: カミッチュ | カテゴリ: nan
ID: 348 | 名前: カミツオロチ | カテゴリ: nan
ID: 349 | 名前: オーガポン みどりのめん | カテゴリ: nan
ID: 350 | 名前: ポニータ | カテゴリ: nan
ID: 351 | 名前: ギャロップ | カテゴリ: nan
ID: 352 | 名前: ヒビキのヒノアラシ | カテゴリ: トレーナーのポケモン（ヒビキ）
ID: 353 | 名前: ヒビキのマグマラシ | カテゴリ: トレーナーのポケモン（ヒビキ）
ID: 354 | 名前: ヒビキのバクフーン | カテゴリ: トレーナーのポケモン（ヒビキ）
ID: 355 | 名前: ヒビキのマグマッグ | カテゴリ: トレーナーのポケモン（ヒビキ）
ID: 356 | 名前: ヒビキのマグカルゴ | カテゴリ: トレーナーのポケモン（ヒビキ）
ID: 357 | 名前: ヒビキのホウオウex | カテゴリ: トレーナーのポケモン（ヒビキ）
ID: 358 | 名前: オーガポン かまどのめん | カテゴリ: nan
ID: 359 | 名前: カスミのコダック | カテゴリ: トレーナーのポケモン（カスミ）
ID: 360 | 名前: カスミのヒトデマン | カテゴリ: トレーナーのポケモン（カスミ）
ID: 361 | 名前: カスミのスターミー | カテゴリ: トレーナーのポケモン（カスミ）
ID: 362 | 名前: カスミのコイキング | カテゴリ: トレーナーのポケモン（カスミ）
ID: 363 | 名前: カスミのギャラドス | カテゴリ: トレーナーのポケモン（カスミ）
ID: 364 | 名前: カスミのラプラス | カテゴリ: トレーナーのポケモン（カスミ）
ID: 365 | 名前: シロナのヒンバス | カテゴリ: トレーナーのポケモン（シロナ）
ID: 366 | 名前: シロナのミロカロス | カテゴリ: トレーナーのポケモン（シロナ）
ID: 367 | 名前: ブイゼル | カテゴリ: nan
ID: 368 | 名前: フローゼル | カテゴリ: nan
ID: 369 | 名前: ヘイラッシャex | カテゴリ: nan
ID: 370 | 名前: オーガポン いどのめん | カテゴリ: nan
ID: 371 | 名前: エレブー | カテゴリ: nan
ID: 372 | 名前: エレキブルex | カテゴリ: nan
ID: 373 | 名前: ヒビキのピチュー | カテゴリ: トレーナーのポケモン（ヒビキ）
ID: 374 | 名前: ラクライ | カテゴリ: nan
ID: 375 | 名前: ライボルト | カテゴリ: nan
ID: 376 | 名前: ロトム | カテゴリ: nan
ID: 377 | 名前: ゼラオラ | カテゴリ: nan
ID: 378 | 名前: ヒビキのウソッキー | カテゴリ: トレーナーのポケモン（ヒビキ）
ID: 379 | 名前: シロナのフカマル | カテゴリ: トレーナーのポケモン（シロナ）
ID: 380 | 名前: シロナのガバイト | カテゴリ: トレーナーのポケモン（シロナ）
ID: 381 | 名前: シロナのガブリアスex | カテゴリ: トレーナーのポケモン（シロナ）
ID: 382 | 名前: ドロバンコ | カテゴリ: nan
ID: 383 | 名前: バンバドロ | カテゴリ: nan
ID: 384 | 名前: ペパーのノノクラゲ | カテゴリ: トレーナーのポケモン（ペパー）
ID: 385 | 名前: ペパーのリククラゲ | カテゴリ: トレーナーのポケモン（ペパー）
ID: 386 | 名前: オーガポン いしずえのめん | カテゴリ: nan
ID: 387 | 名前: シロナのミカルゲ | カテゴリ: トレーナーのポケモン（シロナ）
ID: 388 | 名前: ペパーのオラチフ | カテゴリ: トレーナーのポケモン（ペパー）
ID: 389 | 名前: ペパーのマフィティフex | カテゴリ: トレーナーのポケモン（ペパー）
ID: 390 | 名前: ケンタロス | カテゴリ: nan
ID: 391 | 名前: ペパーのホシガリス | カテゴリ: トレーナーのポケモン（ペパー）
ID: 392 | 名前: ペパーのヨクバリス | カテゴリ: トレーナーのポケモン（ペパー）
ID: 393 | 名前: クヌギダマ | カテゴリ: nan
ID: 394 | 名前: キノココ | カテゴリ: nan
ID: 395 | 名前: キノガッサ | カテゴリ: nan
ID: 396 | 名前: カットロトム | カテゴリ: nan
ID: 397 | 名前: カリキリ | カテゴリ: nan
ID: 398 | 名前: ラランテス | カテゴリ: nan
ID: 399 | 名前: ロケット団のサッチムシ | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・男）
ID: 400 | 名前: ロケット団のタマンチュラ | カテゴリ: トレーナーのポケモン（ロケット団・ランス）
ID: 401 | 名前: ロケット団のワナイダー | カテゴリ: トレーナーのポケモン（ロケット団・ランス）
ID: 402 | 名前: ミニーブ | カテゴリ: nan
ID: 403 | 名前: オリーニョ | カテゴリ: nan
ID: 404 | 名前: オリーヴァex | カテゴリ: nan
ID: 405 | 名前: ガーディ | カテゴリ: nan
ID: 406 | 名前: ウインディ | カテゴリ: nan
ID: 407 | 名前: ロケット団のファイヤーex | カテゴリ: トレーナーのポケモン（ロケット団・アポロ）
ID: 408 | 名前: ロケット団のデルビル | カテゴリ: トレーナーのポケモン（ロケット団・アポロ）
ID: 409 | 名前: ロケット団のヘルガー | カテゴリ: トレーナーのポケモン（ロケット団・アポロ）
ID: 410 | 名前: アチャモ | カテゴリ: nan
ID: 411 | 名前: ワカシャモ | カテゴリ: nan
ID: 412 | 名前: バシャーモ | カテゴリ: nan
ID: 413 | 名前: ヒートロトム | カテゴリ: nan
ID: 414 | 名前: ロケット団のフリーザー | カテゴリ: トレーナーのポケモン（ロケット団・ラムダ）
ID: 415 | 名前: パールル | カテゴリ: nan
ID: 416 | 名前: ハンテール | カテゴリ: nan
ID: 417 | 名前: サクラビス | カテゴリ: nan
ID: 418 | 名前: ユキカブリ | カテゴリ: nan
ID: 419 | 名前: ユキノオー | カテゴリ: nan
ID: 420 | 名前: ウォッシュロトム | カテゴリ: nan
ID: 421 | 名前: サシカマス | カテゴリ: nan
ID: 422 | 名前: カマスジョー | カテゴリ: nan
ID: 423 | 名前: アルクジラ | カテゴリ: nan
ID: 424 | 名前: ハルクジラex | カテゴリ: nan
ID: 425 | 名前: ロケット団のサンダー | カテゴリ: トレーナーのポケモン（ロケット団・アテナ）
ID: 426 | 名前: ロケット団のメリープ | カテゴリ: トレーナーのポケモン（ロケット団・アテナ）
ID: 427 | 名前: ロケット団のモココ | カテゴリ: トレーナーのポケモン（ロケット団・アテナ）
ID: 428 | 名前: ロケット団のデンリュウ | カテゴリ: トレーナーのポケモン（ロケット団・アテナ）
ID: 429 | 名前: ロケット団のスリープ | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・男）
ID: 430 | 名前: ロケット団のスリーパー | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・男）
ID: 431 | 名前: ロケット団のミュウツーex | カテゴリ: トレーナーのポケモン（ロケット団・サカキ）
ID: 432 | 名前: ロケット団のソーナンス | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・女）
